"Sr"	"Locus.name"	"Minimum"	"Maximum"	"Product"	"Chromosome"	"Physical.Map.Position"	"Component.SSRs"	"Overlaps"	"Duplicates"
"5745"	"5745"	"isep0535"	"57982420"	"57982615"	"195"	"9"	"57.9824"	""	""	""
"5747"	"5747"	"isep0628"	"58005372"	"58005624"	"252"	"9"	"58.0054"	""	""	""
"5756"	"5756"	"SRSC12_013"	"58396093"	"58397238"	"1145"	"9"	"58.3961"	""	""	""
"5772"	"5772"	"isep0542"	"58925453"	"58925632"	"179"	"9"	"58.9255"	""	""	""
"5783"	"5783"	">TzPinA"	"59135556"	"59135574"	"18"	"9"	"59.1356"	""	""	""
"5785"	"5785"	"gap206"	"59162202"	"59162327"	"125"	"9"	"59.1622"	"SSR segment included in SB5111"	"Overlap with SB5111"	""
"5789"	"5789"	"isep0125"	"59375242"	"59375502"	"260"	"9"	"59.3752"	""	""	""
"5791"	"5791"	"cup18"	"59407410"	"59407640"	"230"	"9"	"59.4074"	""	""	""
"5799"	"5799"	"iabtp458"	"59531255"	"59531435"	"180"	"9"	"59.5313"	""	""	""
"5803"	"5803"	"isep0604"	"32224"	"32470"	"246"	"10"	"0.0322"	"SSR segment included in SB5127"	"Overlap with SB5127 and Xiabtp282"	"Similar to Xiabtp282"
"5804"	"5804"	"iabtp282"	"32225"	"32479"	"254"	"10"	"0.0322"	"SSR segment included in SB5127"	"Overlap with SB5127 and Xisep0604"	"Similar to Xisep0604"
"5806"	"5806"	"iabtp178"	"154153"	"154420"	"267"	"10"	"0.1542"	""	""	""
"5808"	"5808"	"iabtp187"	"157914"	"158160"	"246"	"10"	"0.1579"	"2 SSRs including that detected by SB5129"	"Overlap with SB5129"	""
"5810"	"5810"	"isep0613"	"162800"	"163014"	"214"	"10"	"0.1628"	""	"Overlap with SB5130 and Xiabtp437"	"Similar to SB5130 and Xiabtp437"
"5811"	"5811"	"iabtp437"	"162800"	"163029"	"229"	"10"	"0.1628"	""	"Overlap with SB5130 and Xisep0613"	"Similar to SB5130 and Xisep0613"
"5812"	"5812"	"cup49"	"233463"	"233613"	"150"	"10"	"0.2335"	""	"Overlap with SB5131"	""
"5814"	"5814"	"cup50"	"233942"	"234091"	"149"	"10"	"0.2339"	""	""	""
"5832"	"5832"	"isep1225"	"1044458"	"1044657"	"199"	"10"	"1.0445"	""	"Overlap with SB5150 and Xiabtp256 "	"Same as Xiabtp256"
"5833"	"5833"	"iabtp256"	"1044458"	"1044657"	"199"	"10"	"1.0445"	""	"Overlap with SB5150 and Xisep1225"	"Same as Xisep1225"
"5841"	"5841"	"mSbCIR324"	"1126169"	"1126268"	"99"	"10"	"1.1262"	"SSR segment included in SB5157"	"Overlap with SB5157"	""
"5847"	"5847"	"cup42"	"1221346"	"1221485"	"139"	"10"	"1.2213"	""	""	""
"5852"	"5852"	"isep0606"	"1296405"	"1296594"	"189"	"10"	"1.2964"	""	""	""
"5867"	"5867"	"mSbCIR331"	"1763243"	"1763401"	"158"	"10"	"1.7632"	""	"Overlap with SB5180"	""
"5875"	"5875"	"isep0614"	"2107091"	"2107299"	"208"	"10"	"2.1071"	""	""	""
"5878"	"5878"	"isep1138"	"2167772"	"2167964"	"192"	"10"	"2.1678"	""	"Overlap with SB5189"	""
"5890"	"5890"	"iabtp337"	"2482110"	"2482222"	"112"	"10"	"2.4821"	""	"Overlap with SB5200"	""
"5892"	"5892"	"isep0608"	"2587169"	"2587381"	"212"	"10"	"2.5872"	""	""	""
"5898"	"5898"	"iabtp162"	"2965857"	"2966107"	"250"	"10"	"2.9659"	""	""	""
"5905"	"5905"	"isep0620"	"3438280"	"3438471"	"191"	"10"	"3.4383"	""	""	""
"5906"	"5906"	">ZCN15"	"3465410"	"3465640"	"230"	"10"	"3.4654"	""	""	""
"5907"	"5907"	"cup13"	"3499373"	"3499572"	"199"	"10"	"3.4994"	""	""	""
"5913"	"5913"	"gpsb027"	"4002698"	"4002870"	"172"	"10"	"4.0027"	"SSR segment included in SB5220"	"Overlap with SB5220"	""
"5926"	"5926"	"isep1124"	"5288576"	"5288802"	"226"	"10"	"5.2886"	""	""	""
"5928"	"5928"	"isep0650"	"5532556"	"5532815"	"259"	"10"	"5.5326"	""	""	""
"5938"	"5938"	"iabtp22"	"5990836"	"5990938"	"102"	"10"	"5.9908"	""	""	""
"5944"	"5944"	"txp480"	"6330507"	"6330746"	"239"	"10"	"6.3305"	"SSR segment included in SB5249"	"Overlap with SB5249"	""
"5950"	"5950"	"iabtp104"	"6570330"	"6570530"	"200"	"10"	"6.5703"	""	""	""
"5952"	"5952"	"iabtp198"	"6708358"	"6708746"	"388"	"10"	"6.7084"	"2 SSRs including that detected by SB5255"	"Overlap with SB5255"	""
"5953"	"5953"	"isep0611"	"6731293"	"6731592"	"299"	"10"	"6.7313"	""	""	""
"5955"	"5955"	"txp224"	"6906898"	"6907093"	"195"	"10"	"6.9069"	""	""	""
"5965"	"5965"	"isep0601"	"8047734"	"8047920"	"186"	"10"	"8.0477"	""	""	""
"5974"	"5974"	"isep0624"	"8594039"	"8594226"	"187"	"10"	"8.5940"	""	""	""
"5976"	"5976"	"isep0603"	"8915903"	"8916144"	"241"	"10"	"8.9159"	""	""	""
"5979"	"5979"	"isep0648"	"9276727"	"9276934"	"207"	"10"	"9.2767"	""	""	""
"5982"	"5982"	"isep0627"	"9459309"	"9459507"	"198"	"10"	"9.4593"	""	"Overlap with SB5281 and Xiabtp196"	"Same as Xiabtp196"
"5983"	"5983"	"iabtp196"	"9459309"	"9459507"	"198"	"10"	"9.4593"	""	"Overlap with SB5281 and Xisep0627"	"Same as Xisep0627"
"5995"	"5995"	"txp309"	"10996433"	"10996915"	"482"	"10"	"10.9964"	""	""	""
"5999"	"5999"	"cup67"	"12275949"	"12276191"	"242"	"10"	"12.2759"	""	""	""
"6010"	"6010"	"iabtp392"	"14710614"	"14710792"	"178"	"10"	"14.7106"	""	""	""
"6014"	"6014"	"txp337"	"17452483"	"17452630"	"147"	"10"	"17.4525"	""	""	""
"6017"	"6017"	"isep0622"	"18098571"	"18098778"	"207"	"10"	"18.0986"	""	""	""
"6018"	"6018"	"mSbCIR283"	"18099761"	"18099903"	"142"	"10"	"18.0998"	""	"Overlap with SB5315"	""
"6023"	"6023"	">ZCN11"	"20515875"	"20516085"	"210"	"10"	"20.5159"	""	""	""
"6043"	"6043"	"isep0621"	"46547758"	"46547966"	"208"	"10"	"46.5478"	""	""	""
"6047"	"6047"	">SvertiC4PEPC"	"47131307"	"47131789"	"482"	"10"	"47.1313"	"Includes SSR fragment of PEPCAA "	""	""
"6048"	"6048"	"PEPCAA"	"47131739"	"47131950"	"211"	"10"	"47.1317"	"SSR segment included in >SvertiC4PEPC gene"	""	""
"6049"	"6049"	">Svul_C4"	"47132397"	"47133398"	"1001"	"10"	"47.1324"	""	""	""
"6050"	"6050"	">Sverti_pepc"	"47132935"	"47133398"	"463"	"10"	"47.1329"	""	""	""
"6051"	"6051"	"txp129"	"47137162"	"47137342"	"180"	"10"	"47.1372"	""	""	""
"6055"	"6055"	"isep0625"	"48098023"	"48098190"	"167"	"10"	"48.0980"	""	""	""
"6056"	"6056"	">ZCN26"	"48393099"	"48393358"	"259"	"10"	"48.3931"	""	""	""
"6061"	"6061"	"iabtp495"	"48662697"	"48662901"	"204"	"10"	"48.6627"	""	""	""
"6069"	"6069"	"isep0645"	"49279585"	"49279786"	"201"	"10"	"49.2796"	""	"Overlap with Xisep0626"	""
"6070"	"6070"	"isep0626"	"49279654"	"49279877"	"223"	"10"	"49.2797"	""	"Overlap with Xisep0645"	""
"6071"	"6071"	"txp290"	"49296374"	"49296639"	"265"	"10"	"49.2964"	""	""	""
"6080"	"6080"	"isep0946"	"49893746"	"49893939"	"193"	"10"	"49.8937"	""	""	""
"6086"	"6086"	"iabtp261"	"50592604"	"50592807"	"203"	"10"	"50.5926"	""	""	""
"6091"	"6091"	"isep0911"	"51028486"	"51028688"	"202"	"10"	"51.0285"	""	""	""
"6117"	"6117"	"iabtp351"	"52900527"	"52900641"	"114"	"10"	"52.9005"	""	""	""
"6119"	"6119"	"isep0647"	"52921597"	"52921848"	"251"	"10"	"52.9216"	""	""	""
"6121"	"6121"	">SbAAD40144"	"53038093"	"53039002"	"909"	"10"	"53.0381"	""	""	""
"6131"	"6131"	"iabtp131"	"53766669"	"53767146"	"477"	"10"	"53.7667"	""	""	""
"6144"	"6144"	"isep0634"	"54426626"	"54426829"	"203"	"10"	"54.4266"	""	""	""
"6146"	"6146"	"iabtp294"	"54429608"	"54429829"	"221"	"10"	"54.4296"	""	"Overlap with SB5433"	""
"6149"	"6149"	"gap001"	"54507175"	"54507426"	"251"	"10"	"54.5072"	"2 SSRs including that detected by SB5435"	"Overlap with SB5435"	""
"6153"	"6153"	"iabtp410"	"54774554"	"54774675"	"121"	"10"	"54.7746"	"SSR segment included in SB5439"	"Overlap with SB5439"	""
"6159"	"6159"	"isep0643"	"55010617"	"55010830"	"213"	"10"	"55.0106"	""	""	""
"6160"	"6160"	"isep0124"	"55060873"	"55061052"	"179"	"10"	"55.0609"	""	""	""
"6164"	"6164"	"iabtp389"	"55112825"	"55113008"	"183"	"10"	"55.1128"	""	""	""
"6168"	"6168"	"mSbCIR262"	"55323906"	"55324119"	"213"	"10"	"55.3239"	""	""	""
"6173"	"6173"	"txp320(phyB)"	"55381097"	"55381386"	"289"	"10"	"55.3811"	""	"Overlap with SB5456"	""
"6177"	"6177"	"iabtp502"	"55472448"	"55472662"	"214"	"10"	"55.4724"	""	""	""
"6180"	"6180"	"iabtp152"	"55498151"	"55498445"	"294"	"10"	"55.4982"	""	"Overlap with SB5461"	""
"6185"	"6185"	"isep0639"	"55667928"	"55668128"	"200"	"10"	"55.6679"	""	""	""
"6186"	"6186"	"isep0848"	"55668305"	"55668646"	"341"	"10"	"55.6683"	""	""	""
"6190"	"6190"	"mSbCIR227"	"55780679"	"55780794"	"115"	"10"	"55.7807"	""	""	""
"6220"	"6220"	"iabtp340"	"57188145"	"57188272"	"127"	"10"	"57.1881"	"SSR segment included in SB5499"	"Overlap with SB5499"	""
"6222"	"6222"	"iabtp203"	"57190103"	"57190251"	"148"	"10"	"57.1901"	"SSR segment included in SB5500"	"Overlap with SB5500"	""
"6223"	"6223"	"iabtp476"	"57337958"	"57338114"	"156"	"10"	"57.3380"	""	""	""
"6226"	"6226"	"iabtp117"	"57386648"	"57386940"	"292"	"10"	"57.3866"	""	"Overlap with SB5502"	""
"6228"	"6228"	"isep0630"	"57400777"	"57400952"	"175"	"10"	"57.4008"	""	""	""
"6230"	"6230"	"iabtp146"	"57624280"	"57624505"	"225"	"10"	"57.6243"	""	""	""
"6233"	"6233"	"iabtp488"	"57671804"	"57671928"	"124"	"10"	"57.6718"	""	"Overlap with SB5506"	""
"6237"	"6237"	"cup16"	"57769194"	"57769435"	"241"	"10"	"57.7692"	""	""	""
"6240"	"6240"	"iabtp267"	"57923707"	"57923982"	"275"	"10"	"57.9237"	""	""	""
"6244"	"6244"	"iabtp264"	"58015676"	"58015869"	"193"	"10"	"58.0157"	""	""	""
"6249"	"6249"	"gap325"	"58170673"	"58170793"	"120"	"10"	"58.1707"	"SSR segment included in SB5520"	"Overlap with SB5520"	""
"6251"	"6251"	"isep0644"	"58226521"	"58226747"	"226"	"10"	"58.2265"	""	""	""
"6252"	"6252"	"Ch"	"58245122"	"58245284"	"162"	"10"	"58.2451"	""	"Overlap with Xtxp141 and SB5522"	"Same as Xtxp141"
"6253"	"6253"	"txp141"	"58245122"	"58245284"	"162"	"10"	"58.2451"	""	"Overlap with Ch and SB5522"	"Same as Ch"
"6259"	"6259"	"iabtp466"	"58310325"	"58310536"	"211"	"10"	"58.3103"	""	"Overlap with SB5527"	""
"6265"	"6265"	"isep0635"	"58411121"	"58411325"	"204"	"10"	"58.4111"	"SSR segment included in SB5533/Xisep0618/Xiabtp208"	"Overlap with Xiabtp208, SB5533 and Xisep0618"	""
"6266"	"6266"	"iabtp208"	"58411166"	"58411399"	"233"	"10"	"58.4112"	"2 SSRs including that detected by Xisep0635"	"Overlap with Xisep0635, SB5533 and Xisep0618"	"Similar to SB5533 and Xisep0618"
"6268"	"6268"	"isep0618"	"58411173"	"58411399"	"226"	"10"	"58.4112"	"2 SSRs including that detected by Xisep0635"	"Overlap with Xisep0635, Xiabtp208 and SB5533"	"Similar to Xiabtp208 and SB5533"
"6271"	"6271"	"isep0646"	"58622222"	"58622424"	"202"	"10"	"58.6222"	""	""	""
"6283"	"6283"	"isep0649"	"59161822"	"59162018"	"196"	"10"	"59.1618"	""	""	""
"6286"	"6286"	"iabtp98"	"59290318"	"59290526"	"208"	"10"	"59.2903"	""	""	""
"6287"	"6287"	"isep0637"	"59340687"	"59341008"	"321"	"10"	"59.3407"	""	""	""
"6293"	"6293"	"txp164"	"59527288"	"59527472"	"184"	"10"	"59.5273"	""	""	""
"6294"	"6294"	"cup66"	"59547350"	"59547586"	"236"	"10"	"59.5474"	""	""	""
"6297"	"6297"	"txp078"	"59728802"	"59728980"	"178"	"10"	"59.7288"	""	""	""
"6299"	"6299"	"cup43"	"59780391"	"59780640"	"249"	"10"	"59.7804"	""	""	""
"6300"	"6300"	"iabtp273"	"59836088"	"59836242"	"154"	"10"	"59.8361"	""	"Overlap with SB5559"	""
"6302"	"6302"	"iabtp158"	"59859983"	"59860168"	"185"	"10"	"59.8600"	""	""	""
"6331"	"6331"	"cup07"	"60569076"	"60569346"	"270"	"10"	"60.5691"	""	"Overlap with SB5590"	""
"6338"	"6338"	"iabtp534"	"60648983"	"60649132"	"149"	"10"	"60.6490"	""	"Overlap with SB5596"	""
"6340"	"6340"	">ZmPSY1"	"60690473"	"60690858"	"385"	"10"	"60.6905"	""	""	""
"6341"	"6341"	">SbPSY1"	"60691405"	"60691838"	"433"	"10"	"60.6914"	""	""	""
"6342"	"6342"	"iabtp341"	"60691971"	"60692201"	"230"	"10"	"60.6920"	""	"Overlap with Xiabtp520 and SB5598"	"Same as Xiabtp520"
"6343"	"6343"	"iabtp520"	"60691971"	"60692201"	"230"	"10"	"60.6920"	""	"Overlap with Xiabtp341 and SB5598"	"Same as Xiabtp341"
"6347"	"6347"	"isep1011"	"60746422"	"60746656"	"234"	"10"	"60.7464"	""	""	""
"6352"	"6352"	"iabtp428"	"60785029"	"60785288"	"259"	"10"	"60.7850"	""	""	""
"6356"	"6356"	"iabtp327"	"60857892"	"60858262"	"370"	"10"	"60.8579"	"2 SSRs including that detected by Sb5609"	"Overlap with SB5609"	""
